1202506060238999990547     ESAP                                                                                         
5268836400        020101                                                                                                
68605036009      SUPERINTENDENCIA0000105186594006       20241215000001830000000000014100002030000327                    
68000998329      MUNICIPIO SANTA 0000100733612787       20250515000001860000000000037700002030000328                    
68914800248      MUNICIPIO DE BEL0000105133637364       20250515000002860000000000038500002030000329                    
6891900624       MUNICIPIO DE ZAR000010019486244138     20250515000002840000000000050700002030000330                    
6800095786       MUNICIPIO DE SOL000010409487241746     20250515000029840000000000394800002030000331                    
68914800223      MUNICIPIO DE API0000105133594403       20250515000002860000000000031900002030000332                    
6892000148       GOBERNACION DEL 000010017972882075     20250515000001010000000001557700002030000333                    
6809000999       PERSONERIA MPAL 000010018636484053     20250219000002860000000000002800002030000334                    
6901786880       DIRECCION SECCIO000010529485683276     20250115000001840000000000050500002030000335                    
68250016243      CONCEJO MUNICIPA000010238636482653     20250501000001860000000000009800002030000336                    
6802003551       PERSONERIA MUNIC000010239487206779     20250501000002840000000000038300002030000337                    
8000337025097000000081054370000                                                                                         
900000337025097000000081054370000000001                                                                                 
