1202506040238999990547     ESAP                                                                                         
5268836400        020101                                                                                                
6899999476       MUNICIPIO DE SUT000010077973240727     20250515000001070000000000371400002030000328                    
6890680173       MUNICIPIO DE PAN000010407972950852     20250515000001400000000000413200002030000329                    
6890206724       MUNICIPIO DE CHA000010077973720346     20250515000001070000000000020500002030000330                    
6891801368       MUNICIPIO DE PAU000010407973670446     20250515000001400000000000038800002030000331                    
68900008646      MUNICIPIO DE GEN0000105133609935       20250515000019860000000000271500002030000332                    
6891600062       ALCALDIA MUNICIP000010407972608267     20250515000001400000000000661000002030000333                    
6890907106       MUNICIPIO DE ENV000010137972739957     20250515000001130000000001795400002030000334                    
68902046431      MUNICIPIO DE SAB0000100133582099       20250515000034860000000000796900002030000335                    
6819000641       CONCEJO MUNICIPA000010077973729564     20250515000001070000000000008600002030000336                    
6811000372       CONTRALORIA GENE000010077973440416     20250515000001070000000012305300002030000337                    
6892099216       DEPARTAMENTO DE 000010139486714716     20250515000040840000000000957300002030000338                    
6890983824       MUNICIPIO DE ANZ000010409487132950     20250515000006840000000000072500002030000339                    
6892099216       DEPARTAMENTO DE 000010139487133629     20250515000085840000000001716000002030000340                    
6899999415       MUNICIPIO DE SES000010079486303098     20250515000002840000000000042000002030000341                    
6899999328       MUNICIPIO DE FAC000010139487088080     20250515000264840000000006448700002030000342                    
6890502611       ALCALDIA MUNICIP000010407973276721     20250515000001400000000000037500002030000343                    
6806001937       ALCALDIA MUNICIP000010077973595193     20250515000001070000000000346400002030000344                    
6824000453       PERSONERIA MUNIC000010517973750148     20250515000001510000000000012300002030000345                    
6892099216       DEPARTAMENTO DE 000010139486721879     20250515000272840000000008815600002030000346                    
6800113389       ALCALDIA MUNICIP000010027972792599     20250515000001020000000019524100002030000347                    
6800094164       DEPARTAMENTO DEL000010139486715702     20240415000001840000000000005500002030000348                    
6825000004       PERSONERIA MUNIC000010137973552419     20250515000001130000000000040400002030000349                    
6832000219       ALCALDIA MUNICIP000010407973749115     20250515000001400000000000526700002030000350                    
6891480026       MUNICIPIO DE LA 000010077973313392     20250515000001070000000000013100002030000351                    
6900056147       CONCEJO MUNICIPA000010407973272750     20250515000001400000000000007700002030000352                    
6806006915       PERSONERIA MUNIC000010017972703197     20250515000001010000000000040100002030000353                    
68913800073      MUNICIPIO DE PAL0000102387045689       20250515000631830000000016877900002030000354                    
6891480026       MUNICIPIO DE LA 000010077973313163     20250515000001070000000000274900002030000355                    
6809010557       PERSONERIA MUNIC000010407973745586     20250515000001400000000000041900002030000356                    
6899999465       ALCALDIA MUNICIP000010079486762962     20250515000005840000000000117000002030000357                    
68999997014      MUNICIPIO DE GUA0000100786891098       20250515000002830000000000053800002030000358                    
68913800073      MUNICIPIO DE PAL0000100286880487       20250515001748830000000050246100002030000359                    
6899999465       ALCALDIA MUNICIP000010079486762838     20250515000005840000000000299200002030000360                    
68999997014      MUNICIPIO DE GUA0000100786891250       20250515000081830000000001090800002030000361                    
6891901223       MUNICIPIO DE EL 000010519487088234     20250515000043840000000000472900002030000362                    
6890983824       MUNICIPIO DE ANZ000010409487134126     20250515000020840000000000387600002030000363                    
6820004411       CONCEJO MUNICIPA000010407972821610     20250515000001400000000000011800002030000364                    
6899999415       MUNICIPIO DE SES000010079486303248     20250515000002840000000000030200002030000365                    
68913800073      MUNICIPIO DE PAL0000100286878435       20250515000218830000000003338300002030000366                    
6809005027       PERSONERIA MUNIC000010407973742676     20250515000001400000000000038400002030000367                    
68999997014      MUNICIPIO DE GUA0000100786891091       20250515000002830000000000020600002030000368                    
6899999415       MUNICIPIO DE SES000010079487134288     20250515000078840000000001243800002030000369                    
6820000821       CONCEJO SAN JOSE000010239487082903     20250501000001840000000000007200002030000370                    
6820000821       CONCEJO SAN JOSE000010239487083329     20250601000001840000000000007200002030000371                    
6899999061       ALCALDIA MAYOR D0000102386805299       20240115000017830000000002311300002030000372                    
6899999061       ALCALDIA MAYOR D0000102386839681       20240315000011830000000001727500002030000373                    
6899999061       ALCALDIA MAYOR D0000102386851098       20240515000005830000000000326800002030000374                    
6899999061       ALCALDIA MAYOR D0000102386913805       20240215000013830000000001929400002030000375                    
6899999061       ALCALDIA MAYOR D0000102386769607       20231215000010830000000002392700002030000376                    
6899999061       ALCALDIA MAYOR D0000102386842938       20240415000007830000000000629800002030000377                    
6899999061       ALCALDIA MAYOR D0000102386799360       20231215000007830000000001192100002030000378                    
6899999061       ALCALDIA MAYOR D0000102386852610       20240615000008830000000000582900002030000379                    
6814003578       CONCEJO MUNICIPA000010239486884997     20250513000001840000000000007500002030000380                    
6828002198       CONCEJO MUNICIPA000010239487056440     20250501000001840000000000007200002030000381                    
68140027151      CONCEJO MUNICIPA000010238636375649     20250501000001860000000000007200002030000382                    
8000382062561000000186327610000                                                                                         
5268836400        020202                                                                                                
6899999114       GOBERNACION DE C000010881073072381     20250415000001880000000000007400002030000383                    
6899999114       GOBERNACION DE C000010881073015322     20250215000001880000000000007700002030000384                    
6899999114       GOBERNACION DE C000010881073015344     20250315000001880000000000007500002030000385                    
6899999114       GOBERNACION DE C000010881073072391     20250515000001880000000000000300002030000386                    
6891780092       CONTRALORIA DEPA000010881073092398     20080301000001880000000000000600002030000387                    
6829000324       CONCEJO MUNICIPA000010868636464745     20250501000001860000000000011700002030000388                    
8000006000006000000000003520000                                                                                         
900000388062567000000186331130000000002                                                                                 
