1202506050238999990547     ESAP                                                                                         
5268836400        020101                                                                                                
6800024977       MUNICIPIO DE TAM000010079487194606     20250415000001840000000000002100002030000327                    
68902062501      MUNICIPIO DE VIL0000104033647167       20250515000015860000000000215400002030000328                    
68090073968      CONCEJO MUNICIPA0000104033551884       20250515000001860000000000010900002030000329                    
6818001203       MUNICIPIO DEL RI000010019487162408     20250515000035840000000000418900002030000330                    
68909824891      MUNICIPIO DE ANO0000100133638173       20250515000002860000000000041400002030000331                    
68902062501      MUNICIPIO DE VIL0000104033647245       20250515000003860000000000025200002030000332                    
6809004349       CONCEJO MUNICIPA000010519486408255     20250515000001840000000000022800002030000333                    
68920993053      ALCALDIA MAYOR D0000101333596527       20250515000008860000000000118100002030000334                    
68420000171      ALCALDIA MUNICIP0000104033550830       20250515000045860000000000864100002030000335                    
68917800435      ALCALDIA MUNICIP0000100133548854       20250515001128860000000027518300002030000336                    
6800099143       MUNICIPIO DE SAN000010409486571807     20250515000001840000000000009000002030000337                    
6800026368       MUNICIPIO DE FLO000010019487123660     20250515000001840000000000007200002030000338                    
6800077808       MUNICIPIO DE MUZ000010519486218859     20250515000003840000000000031100002030000339                    
68917800435      ALCALDIA MUNICIP0000100133542703       20250515000036860000000000692700002030000340                    
68920993053      ALCALDIA DE PUER0000101333641077       20250515000001860000000000009300002030000341                    
68915800168      DEPARTAMENTO DEL0000105133574902       20250515000188860000000004393600002030000342                    
69001505481      PERSONERIA MUNIC0000105133668756       20250515000002860000000000041500002030000343                    
68001014410      CONTRALORIA MUNI0000100733663653       20250515000030860000000000721500002030000344                    
68923008151      ALCALDIA MUNICIP0000104033641573       20250515000028860000000000359400002030000345                    
6900264263       CONCEJO MUNICIPA000010079487175396     20250515000001840000000000011900002030000346                    
6800094622       MUNICIPIO DE BOJ000010079487218683     20250515000013840000000000129600002030000347                    
6800094622       MUNICIPIO DE BOJ000010079487218248     20250515000028840000000000470000002030000348                    
68906803784      MUNICIPIO DE GIR0000101333524528       20250515000506860000000015264000002030000349                    
6800026368       MUNICIPIO DE FLO000010019487216253     20250515000011840000000000157600002030000350                    
6800094622       MUNICIPIO DE BOJ000010079487220521     20250515000006840000000000085700002030000351                    
68908011391      MUNICIPIO DE ANS0000100133659856       20250515000001860000000000011900002030000352                    
6900933332       PERSONERIA MUNIC000010014607196652     20250512000001010000000000040400002030000353                    
68020089278      CONCEJO MUNICIPA000010528636364609     20250501000001860000000000008600002030000354                    
6800187578       FISCALIA GEnERAL0000105286763959       20250515000508830000000016196500002030000355                    
68917800435      ALCALDIA MUNICIP0000100133542852       20250515000179860000000003663200002030000356                    
69012486296      PERSONERIA MUNIC0000105233613152       20250515000002860000000000034900002030000357                    
68999994754      MUNICIPIO DE PAC0000100733596165       20250515000039860000000000740600002030000358                    
68000994412      MUNICIPIO DE SAT0000104033590834       20250515000009860000000000113900002030000359                    
68140039365      PERSONERIA DE AR0000104033571442       20250515000002860000000000038800002030000360                    
6820003235       CONCEJO MUNICIPA000010239487079520     20250501000001840000000000007200002030000361                    
68140038460      PERSONERIA MUNIC000010238636481351     20250501000002860000000000037100002030000362                    
68140055204      CONCEJO MPAL DE 000010238636375866     20250501000001860000000000007200002030000363                    
68000954611      MUNICIPIO DE RIS0000102333584103       20250515000023860000000000324800002030000364                    
8000364020365000000078627860000                                                                                         
5268836400        020202                                                                                                
6800084378       MUNICIPIO DE GUA0000108633620146       20250515000007860000000000082600002030000365                    
6800084378       MUNICIPIO DE GUA0000108633620203       20250515000002860000000000037700002030000366                    
6800084378       MUNICIPIO DE GUA0000108633620275       20250515000001860000000000013200002030000367                    
6800084378       MUNICIPIO DE GUA0000108633620488       20250515000002860000000000039900002030000368                    
6800084378       MUNICIPIO DE GUA0000108633621263       20250515000031860000000000454800002030000369                    
6800084378       MUNICIPIO DE GUA0000108633621142       20250515000002860000000000032900002030000370                    
6892280021       SECRETARIA DEPAR0000108633570687       20250315000003860000000000042900002030000371                    
6892280021       SECRETARIA DEPAR0000108633570678       20250315000002860000000000018300002030000372                    
6892280021       SECRETARIA DEPAR0000108633570700       20250415000036860000000000281600002030000373                    
6800020045       ALCALDIA MUNICIP0000108633662338       20250515000024860000000000266700002030000374                    
6800020045       ALCALDIA MUNICIP0000108633662066       20250515000001860000000000007200002030000375                    
8000011000111000000000127780000                                                                                         
900000375020476000000078755640000000002                                                                                 
